X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,CI_ID,CSLLEA08ID,SUBTYPE1,SUBTYPE2,TRIBAL,NUMPRE,NUMFIXSUB,NUMMOBILE,FTSWORN,FTCIV,PTSWORN,PTCIV
-121.684133,37.9193282,1332,1001483,BRENTWOOD POLICE DEPARTMENT,9100 BRENTWOOD BOULEVARD,BRENTWOOD,CA,94513,4000,(925) 634-6911,LOCAL POLICE DEPARTMENT,OPEN,76,CONTRA COSTA,06013,USA,37.9193282,-121.684133,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13460640,-999,-999,0,1,1,0,60,16,0,3
-122.0316716,37.970831,1333,1001553,CONCORD POLICE DEPARTMENT,1350 GALINDO STREET,CONCORD,CA,94520,2805,(925) 671-3220,LOCAL POLICE DEPARTMENT,OPEN,229,CONTRA COSTA,06013,USA,37.970831,-122.0316716,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,10006489,13071400,-999,-999,0,0,3,0,161,68,0,0
-117.9281457,33.870854,1334,1001668,FULLERTON POLICE DEPARTMENT,237 WEST COMMONWEALTH AVENUE,FULLERTON,CA,92832,1810,(714) 738-6827,LOCAL POLICE DEPARTMENT,OPEN,232,ORANGE,06059,USA,33.870854,-117.9281457,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11742600,-999,-999,0,0,0,0,159,73,20,30
-121.136069,37.7414528,1335,1002054,RIPON POLICE DEPARTMENT,259 NORTH WILMA AVENUE,RIPON,CA,95366,3028,(209) 599-2102,LOCAL POLICE DEPARTMENT,OPEN,39,SAN JOAQUIN,06077,USA,37.7414528,-121.136069,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11188680,-999,-999,0,0,0,0,27,12,2,0
-122.3925295,40.585888,1336,1002031,REDDING POLICE DEPARTMENT,1313 CALIFORNIA STREET,REDDING,CA,96001,0602,(530) 225-4200,LOCAL POLICE DEPARTMENT,OPEN,192,SHASTA,06089,USA,40.585888,-122.3925295,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13531350,-999,-999,0,0,0,0,118,74,0,0
-121.938459,37.3537766,1337,1002235,SANTA CLARA POLICE DEPARTMENT,601 EL CAMINO REAL,SANTA CLARA,CA,95050,4307,(408) 615-4700,LOCAL POLICE DEPARTMENT,OPEN,211,SANTA CLARA,06085,USA,37.3537766,-121.938459,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13711170,-999,-999,0,1,1,0,141,70,0,0
-117.9593266,35.1278075,1338,1001499,CALIFORNIA CITY POLICE DEPARTMENT,21130 HACIENDA BOULEVARD,CALIFORNIA CITY,CA,93505,2206,(760) 373-8606,LOCAL POLICE DEPARTMENT,OPEN,24,KERN,06029,USA,35.1278075,-117.9593266,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11166220,-999,-999,0,0,0,0,17,7,10,1
-122.1590327,37.7280092,1339,1002197,SAN LEANDRO POLICE DEPARTMENT,901 EAST 14TH STREET,SAN LEANDRO,CA,94577,3729,(510) 577-3201,LOCAL POLICE DEPARTMENT,OPEN,142,ALAMEDA,06001,USA,37.7280092,-122.1590327,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11489190,-999,-999,0,0,0,0,95,47,0,8
-122.5223952,37.8967005,1340,1001866,MILL VALLEY POLICE DEPARTMENT,1 HAMILTON DRIVE,MILL VALLEY,CA,94941,1772,(415) 388-4033,LOCAL POLICE DEPARTMENT,OPEN,28,MARIN,06041,USA,37.8967005,-122.5223952,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13011000,-999,-999,0,0,0,0,22,6,0,2
-117.1662245,33.67532874,1347,1001860,MOUNT SAN JACINTO COMMUNITY COLLEGE DISTRICT POLICE DEPARTMENT - MENIFEE VALLEY CAMPUS,"28237 LA PIEDRA ROAD, BUILDING 1800 ROOM 1804",MENIFEE,CA,92584,8947,(951) 639-5182,SPECIAL JURISDICTION,OPEN,-999,RIVERSIDE,06065,USA,33.67532874,-117.1662245,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-119.6124056,36.5673569,1371,1002265,SELMA POLICE DEPARTMENT,1935 EAST FRONT STREET,SELMA,CA,93662,3517,(559) 896-2525,LOCAL POLICE DEPARTMENT,OPEN,47,FRESNO,06019,USA,36.5673569,-119.6124056,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13199610,-999,-999,0,0,0,0,36,11,0,1
-119.1387499,36.2973373,1372,1001624,EXETER POLICE DEPARTMENT,100 NORTH C STREET,EXETER,CA,93221,1805,(559) 592-3103,LOCAL POLICE DEPARTMENT,OPEN,17,TULARE,06107,USA,36.2973373,-119.1387499,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13094800,-999,-999,0,0,0,0,16,1,11,4
-121.7193041,38.5511529,1373,1001583,DAVIS POLICE DEPARTMENT,2600 FIFTH STREET,DAVIS,CA,95618,7718,(530) 747-5405,LOCAL POLICE DEPARTMENT,OPEN,94,YOLO,06113,USA,38.5511529,-121.7193041,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13900090,-999,-999,0,0,0,0,59,35,2,9
-122.2351832,40.175614,1374,1002027,RED BLUFF POLICE DEPARTMENT,555 WASHINGTON STREET,RED BLUFF,CA,96080,3433,(530) 527-3131,LOCAL POLICE DEPARTMENT,OPEN,38,TEHAMA,06103,USA,40.175614,-122.2351832,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13237620,-999,-999,0,0,0,0,25,13,0,0
-119.0884685,36.2043024,1375,1001788,LINDSAY POLICE DEPARTMENT,185 NORTH GALE HILL AVENUE,LINDSAY,CA,93247,2507,(559) 562-2511,LOCAL POLICE DEPARTMENT,OPEN,21,TULARE,06107,USA,36.2043024,-119.0884685,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13817680,-999,-999,0,0,0,0,14,7,4,1
-122.5566444,37.9630265,1376,1002071,ROSS POLICE DEPARTMENT,33 SIR FRANCIS DRAKE BOULEVARD,ROSS,CA,94957,NOT AVAILABLE,(415) 453-1453,LOCAL POLICE DEPARTMENT,OPEN,10,MARIN,06041,USA,37.9630265,-122.5566444,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,11369500,-999,-999,0,0,0,0,9,1,0,0
-122.061762,37.6059604,1383,1001699,CALIFORNIA HIGHWAY PATROL - HAYWARD,2434 WHIPPLE ROAD,HAYWARD,CA,94544,7808,(510) 489-1500,PRIMARY STATE AGENCY,OPEN,-999,ALAMEDA,06001,USA,37.6059604,-122.061762,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.9106696,39.1116539,1392,1001772,LAKE COUNTY JUVENILE HOME,1111 WHALEN WAY,LAKEPORT,CA,95453,6009,(707) 263-3025,LOCAL POLICE DEPARTMENT,OPEN,-999,LAKE,06033,USA,39.1116539,-122.9106696,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.5128032,37.5277124,1401,1001899,SAN MATEO COUNTY SHERIFFS OFFICE - NORTH COAST SUBSTATION,500 CALIFORNIA AVENUE,MOSS BEACH,CA,94038,NOT AVAILABLE,(650) 573-2801,SHERIFF'S OFFICE,OPEN,-999,SAN MATEO,06081,USA,37.5277124,-122.5128032,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.0647555,37.0416262,1410,1001634,CALIFORNIA PARKS AND RECREATION LAW ENFORCEMENT - SANTA CRUZ DISTRICT,303 BIG TREES PARK ROAD,FELTON,CA,95018,9660,(831) 335-6318,PRIMARY STATE AGENCY,OPEN,-999,SANTA CRUZ,06087,USA,37.0416262,-122.0647555,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.4323805,37.7801808,1427,1002166,SAN FRANCISCO POLICE DEPARTMENT - NORTHERN STATION,1125 FILLMORE STREET,SAN FRANCISCO,CA,94115,4711,(415) 614-3400,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN FRANCISCO,06075,USA,37.7801808,-122.4323805,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.5655747,33.87501,1445,1001558,CORONA POLICE DEPARTMENT - TRAFFIC STATION,152 EAST 6TH STREET,CORONA,CA,92879,1409,(951) 736-2355,LOCAL POLICE DEPARTMENT,OPEN,-999,RIVERSIDE,06065,USA,33.87501,-117.5655747,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-117.1289965,32.8094196,1463,1002141,SAN DIEGO POLICE DEPARTMENT - EASTERN DIVISION,9225 AERO DRIVE,SAN DIEGO,CA,92123,2413,(858) 495-7900,LOCAL POLICE DEPARTMENT,OPEN,-999,SAN DIEGO,06073,USA,32.8094196,-117.1289965,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-122.2587539,37.8695489,1506,1001471,UNIVERSITY OF CALIFORNIA - BERKELEY POLICE DEPARTMENT,"SPROUL HALL, ROOM 1",BERKELEY,CA,94720,NOT AVAILABLE,(510) 642-6760,SPECIAL JURISDICTION,OPEN,120,ALAMEDA,06001,USA,37.8695489,-122.2587539,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13756270,1,11,0,0,0,1,73,47,0,0
-124.16237,40.8028906,1507,1001623,HUMBOLDT COUNTY SHERIFFS DEPARTMENT,826 FOURTH STREET,EUREKA,CA,95501,0516,(707) 445-7251,SHERIFF'S OFFICE,OPEN,238,HUMBOLDT,06023,USA,40.8028906,-124.16237,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,10005254,13366430,-999,-999,0,3,0,0,91,147,0,2
-117.5715645,34.1476831,1508,1002024,CHAFFEY COLLEGE DEPARTMENT OF PUBLIC SAFETY,5885 HAVEN AVENUE,RANCHO CUCAMONGA,CA,91737,3002,(909) 941-2642,SPECIAL JURISDICTION,OPEN,9,SAN BERNARDINO,06071,USA,34.1476831,-117.5715645,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13337930,1,12,0,1,2,0,7,2,1,13
-121.5869929,39.1411552,1509,1001855,YUBA COUNTY SHERIFFS DEPARTMENT / YUBA COUNTY JAIL,215 5TH STREET,MARYSVILLE,CA,95901,5737,(530) 749-7777,SHERIFF'S OFFICE,OPEN,182,YUBA,06115,USA,39.1411552,-121.5869929,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,10002313,12809220,-999,-999,0,0,3,0,66,116,0,0
-121.8629233,37.32538843,1510,1002184,SAN JOSE PARK RANGERS - KELLEY PARK,1300 SENTER ROAD,SAN JOSE,CA,95112,2520,(408) 277-5254,SPECIAL JURISDICTION,OPEN,13,SANTA CLARA,06085,USA,37.32538843,-121.8629233,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13775870,2,22,0,0,7,0,12,1,0,9
-121.7576904,38.5405689,1511,1001584,UNIVERSITY OF CALIFORNIA DAVIS POLICE DEPARTMENT,625 KLEIBER HALL DRIVE,DAVIS,CA,95616,NOT AVAILABLE,(530) 752-1727,SPECIAL JURISDICTION,OPEN,121,YOLO,06113,USA,38.5405689,-121.7576904,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13387630,1,11,0,1,0,0,47,74,0,0
-118.4454579,34.0673977,1512,1001824,UNIVERSITY OF CALIFORNIA-LOS ANGELES POLICE DEPARTMENT,601 WESTWOOD PLAZA,LOS ANGELES,CA,90095,8360,(310) 825-1491,SPECIAL JURISDICTION,OPEN,96,LOS ANGELES,06037,USA,34.0673977,-118.4454579,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13449340,1,11,0,0,0,0,57,39,0,90
-121.1079037,38.9373503,1513,1001437,PLACER COUNTY SHERIFFS DEPARTMENT,"2929 RICHARDSON DRIVE, AUBURN JUSTICE CENTER",AUBURN,CA,95603,2608,(530) 889-7880,SHERIFF'S OFFICE,OPEN,426,PLACER,06061,USA,38.9373503,-121.1079037,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10002314,13787070,-999,-999,0,4,0,0,228,198,46,11
-118.0962058,33.88657022,1514,1001932,CERRITOS COLLEGE POLICE DEPARTMENT,11110 ALONDRA BOULEVARD,NORWALK,CA,90650,6203,(562) 924-3618,SPECIAL JURISDICTION,OPEN,15,LOS ANGELES,06037,USA,33.88657022,-118.0962058,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13049700,1,12,0,0,0,0,10,5,0,31
-121.880224,37.3333603,1515,1002191,SAN JOSE STATE UNIVERSITY POLICE DEPARTMENT,377 SOUTH 7TH STREET,SAN JOSE,CA,95192,NOT AVAILABLE,(408) 924-2172,SPECIAL JURISDICTION,OPEN,71,SANTA CLARA,06085,USA,37.3333603,-121.880224,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13903090,1,11,0,0,0,0,31,40,0,8
-122.0033101,39.2056105,1516,1001547,COLUSA COUNTY SHERIFFS DEPARTMENT / COLUSA COUNTY JAIL,929 BRIDGE STREET,COLUSA,CA,95932,2837,(530) 458-0200,SHERIFF'S OFFICE,OPEN,63,COLUSA,06011,USA,39.2056105,-122.0033101,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,10005286,11558310,-999,-999,0,3,0,0,30,33,0,0
-120.9899639,37.5847535,1517,1001876,STANISLAUS COUNTY PUBLIC SAFETY CENTER,200 EAST HACKETT ROAD,MODESTO,CA,95358,9415,(209) 525-5632,LOCAL POLICE DEPARTMENT,OPEN,-999,STANISLAUS,06099,USA,37.5847535,-120.9899639,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,10002328,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
-121.2951673,37.8857202,1518,1001654,SAN JOAQUIN COUNTY SHERIFFS DEPARTMENT / SAN JOAQUIN COUNTY JAIL,7000 MICHAEL N CANLIS BOULEVARD,FRENCH CAMP,CA,95231,9781,(209) 468-4400,SHERIFF'S OFFICE,OPEN,862,SAN JOAQUIN,06077,USA,37.8857202,-121.2951673,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,10000798,13343930,-999,-999,0,1,0,0,280,582,53,58
-122.3951828,40.5828081,1519,1002033,SHASTA COUNTY SHERIFFS DEPARTMENT,1525 COURT STREET,REDDING,CA,96001,1632,(530) 245-6165,SHERIFF'S OFFICE,OPEN,240,SHASTA,06089,USA,40.5828081,-122.3951828,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/16 00:00:00+00,NOT AVAILABLE,10005260,13305730,-999,-999,0,2,7,0,154,86,25,15
-122.6785585,38.3389572,1520,1002068,SONOMA STATE UNIVERSITY POLICE SERVICES,1801 EAST COTATI AVENUE,ROHNERT PARK,CA,94928,3613,(707) 664-2143,SPECIAL JURISDICTION,OPEN,21,SONOMA,06097,USA,38.3389572,-122.6785585,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/17 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,13543850,1,11,0,1,0,0,13,8,0,2
-122.9460883,40.7364346,1521,1002377,TRINITY COUNTY SHERIFFS DEPARTMENT / TRINITY COUNTY JAIL,101 MEMORIAL,WEAVERVILLE,CA,96093,NOT AVAILABLE,(530) 623-2611,SHERIFF'S OFFICE,OPEN,35,TRINITY,06105,USA,40.7364346,-122.9460883,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,10005257,13757570,-999,-999,0,1,0,0,16,19,1,3
-119.3171602,36.3280671,1522,1002366,TULARE COUNTY SHERIFFS DEPARTMENT / TULARE COUNTY JAIL,2404 WEST BURREL AVENUE,VISALIA,CA,93291,4526,(559) 733-6241,SHERIFF'S OFFICE,OPEN,712,TULARE,06107,USA,36.3280671,-119.3171602,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,10002336,13775670,-999,-999,0,4,0,8,513,199,0,0
-119.9664506,37.4902031,1523,1001845,MARIPOSA COUNTY SHERIFFS OFFICE,5099 OLD HIGHWAY NORTH,MARIPOSA,CA,95338,NOT AVAILABLE,(209) 966-3615,SHERIFF'S OFFICE,OPEN,69,MARIPOSA,06043,USA,37.4902031,-119.9664506,922120,POLICE PROTECTION,"UNITED STATES DEPARTMENT OF JUSTICE, OFFICE OF JUSTICE PROGRAMS, BUREAU OF JUSTICE STATISTICS. 2011-08-03, http://doi.org/10.3886/ICPSR27681.v1",2008/06/30 00:00:00+00,IMAGERY/OTHER,2018/07/18 00:00:00+00,NOT AVAILABLE,10006704,12699850,-999,-999,0,3,0,0,38,31,5,2
-117.1607421,33.5109216,1535,1002317,CALIFORNIA HIGHWAY PATROL - TEMECULA,27685 COMMERCE CENTER DRIVE,TEMECULA,CA,92590,2521,(951) 506-2000,PRIMARY STATE AGENCY,OPEN,-999,RIVERSIDE,06065,USA,33.5109216,-117.1607421,922120,POLICE PROTECTION,"LAW ENFORCEMENT LOCATIONS; HSIP GOLD 2015, 2009",2009/09/18 00:00:00+00,IMAGERY/OTHER,2018/07/13 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
